Lines of code metrics,Fr., 11 Apr. 2025 12:32:19 MESZ
Method,CLOC,JLOC,LOC,NCLOC,RLOC
ch.unibas.dmi.dbis.cs108.client.core.game.TurnManager,0,0,2
ch.unibas.dmi.dbis.cs108.client.core.observer.PlayerStatus,0,0,2
ch.unibas.dmi.dbis.cs108.client.core.rules.ResourceGenerationRule,2,0,16
ch.unibas.dmi.dbis.cs108.client.core.rules.RuleProcessor,0,0,16
ch.unibas.dmi.dbis.cs108.client.core.state.GameState,2,0,87
ch.unibas.dmi.dbis.cs108.client.networking.NetworkController,2,0,220
ch.unibas.dmi.dbis.cs108.client.networking.core.SocketNetworkClient,1,0,114
ch.unibas.dmi.dbis.cs108.client.networking.events.ChatMessageEvent,27,27,51
ch.unibas.dmi.dbis.cs108.client.networking.events.ChatMessageEvent.ChatType,15,15,21
ch.unibas.dmi.dbis.cs108.client.networking.events.ConnectionEvent,34,34,53
ch.unibas.dmi.dbis.cs108.client.networking.events.ConnectionEvent.ConnectionState,12,12,17
ch.unibas.dmi.dbis.cs108.client.networking.events.ErrorEvent,31,31,55
ch.unibas.dmi.dbis.cs108.client.networking.events.ErrorEvent.ErrorSeverity,15,15,21
ch.unibas.dmi.dbis.cs108.client.networking.events.EventDispatcher,43,43,70
ch.unibas.dmi.dbis.cs108.client.networking.events.LobbyEvent,0,0,24
ch.unibas.dmi.dbis.cs108.client.networking.events.LobbyEvent.LobbyAction,0,0,3
ch.unibas.dmi.dbis.cs108.client.networking.events.LobbyListEvent,0,0,14
ch.unibas.dmi.dbis.cs108.client.networking.events.NameChangeResponseEvent,0,0,23
ch.unibas.dmi.dbis.cs108.client.networking.events.NameChangedEvent,0,0,14
ch.unibas.dmi.dbis.cs108.client.networking.events.NotificationEvent,0,0,14
ch.unibas.dmi.dbis.cs108.client.networking.events.ReceiveCommandEvent,9,7,32
ch.unibas.dmi.dbis.cs108.client.networking.protocol.ProtocolTranslator,8,0,221
ch.unibas.dmi.dbis.cs108.client.ui.SceneManager,2,0,58
ch.unibas.dmi.dbis.cs108.client.ui.SceneManager.SceneHolder,0,0,14
ch.unibas.dmi.dbis.cs108.client.ui.SceneManager.SceneType,0,0,12
ch.unibas.dmi.dbis.cs108.client.ui.components.UIComponent,5,5,22
ch.unibas.dmi.dbis.cs108.client.ui.controllers.BaseController,21,20,31
ch.unibas.dmi.dbis.cs108.client.ui.controllers.GameScreenController,167,102,529
ch.unibas.dmi.dbis.cs108.client.ui.controllers.LobbyScreenController,0,0,2
ch.unibas.dmi.dbis.cs108.client.ui.controllers.MainMenuController,0,0,15
ch.unibas.dmi.dbis.cs108.client.ui.controllers.SettingsController,0,0,2
ch.unibas.dmi.dbis.cs108.client.ui.events.ChatMessageEvent,18,18,32
ch.unibas.dmi.dbis.cs108.client.ui.events.ConnectionStatusEvent,19,19,33
ch.unibas.dmi.dbis.cs108.client.ui.events.ErrorEvent,31,31,54
ch.unibas.dmi.dbis.cs108.client.ui.events.NameChangeRequestEvent,0,0,9
ch.unibas.dmi.dbis.cs108.client.ui.events.NameChangeResponseEvent,0,0,19
ch.unibas.dmi.dbis.cs108.client.ui.events.ReceiveCommandEvent,5,4,19
ch.unibas.dmi.dbis.cs108.client.ui.events.SendChatEvent,1,0,22
ch.unibas.dmi.dbis.cs108.client.ui.events.SendChatEvent.ChatType,0,0,3
ch.unibas.dmi.dbis.cs108.client.ui.events.SendCommandEvent,0,0,14
ch.unibas.dmi.dbis.cs108.client.ui.events.SendCommandEvent.CommandType,1,0,42
ch.unibas.dmi.dbis.cs108.client.ui.events.UIEventBus,0,0,31
ch.unibas.dmi.dbis.cs108.client.ui.utils.ResourceLoader,4,0,15
ch.unibas.dmi.dbis.cs108.client.ui.utils.ThemeManager,6,0,77
ch.unibas.dmi.dbis.cs108.client.ui.utils.ThemeManager.Theme,0,0,10
ch.unibas.dmi.dbis.cs108.client.utils.ConfigLoader,5,5,7
ch.unibas.dmi.dbis.cs108.client.utils.Logger,3,3,5
ch.unibas.dmi.dbis.cs108.example.HelloWorld,3,3,8
ch.unibas.dmi.dbis.cs108.example.HexMap,25,23,35
ch.unibas.dmi.dbis.cs108.example.HexTile,37,37,59
ch.unibas.dmi.dbis.cs108.example.gui.javafx.GUI,7,7,21
ch.unibas.dmi.dbis.cs108.example.gui.javafx.Main,7,7,12
ch.unibas.dmi.dbis.cs108.example.gui.swing.SwingGUI,8,3,21
ch.unibas.dmi.dbis.cs108.server.app.ServerMain,9,9,26
ch.unibas.dmi.dbis.cs108.server.core.logic.GameLogic,198,172,542
ch.unibas.dmi.dbis.cs108.server.core.logic.GameLogic.PlayerAction,4,4,15
ch.unibas.dmi.dbis.cs108.server.core.State.GameState,155,148,457
ch.unibas.dmi.dbis.cs108.server.core.events.ArtifactAcquiredEvent,20,20,34
ch.unibas.dmi.dbis.cs108.server.core.events.ArtifactActivatedEvent,20,20,34
ch.unibas.dmi.dbis.cs108.server.core.events.EventDispatcher,17,17,28
ch.unibas.dmi.dbis.cs108.server.core.events.GameRoundEndedEvent,0,0,9
ch.unibas.dmi.dbis.cs108.server.core.events.GameRoundStartedEvent,0,0,9
ch.unibas.dmi.dbis.cs108.server.core.events.StatueActivatedEvent,0,0,19
ch.unibas.dmi.dbis.cs108.server.core.events.StatueActivatedEvent.Outcome,0,0,1
ch.unibas.dmi.dbis.cs108.server.core.events.StructureUpgradedEvent,0,0,24
ch.unibas.dmi.dbis.cs108.server.core.events.TilePurchasedEvent,0,0,14
ch.unibas.dmi.dbis.cs108.server.core.events.TrapPlacedEvent,5,0,19
ch.unibas.dmi.dbis.cs108.server.core.events.TrapTriggeredEvent,5,0,19
ch.unibas.dmi.dbis.cs108.server.core.structures.Command,40,35,96
ch.unibas.dmi.dbis.cs108.server.core.structures.Lobby,33,21,187
ch.unibas.dmi.dbis.cs108.server.core.structures.Lobby.LobbyStatus,0,0,12
ch.unibas.dmi.dbis.cs108.server.core.structures.protocol.CommandHandler,211,203,709
ch.unibas.dmi.dbis.cs108.server.networking.ClientHandler,120,112,383
ch.unibas.dmi.dbis.cs108.server.networking.GameServer,65,60,218
ch.unibas.dmi.dbis.cs108.server.old.GameClient,50,45,157
ch.unibas.dmi.dbis.cs108.shared.entities.ActiveTrap,10,10,18
ch.unibas.dmi.dbis.cs108.shared.entities.ArtifactFactory,3,3,4
ch.unibas.dmi.dbis.cs108.shared.game.Board,75,67,154
ch.unibas.dmi.dbis.cs108.shared.entities.FixedStructure,46,46,72
ch.unibas.dmi.dbis.cs108.shared.entities.GameRound,42,40,68
ch.unibas.dmi.dbis.cs108.shared.game.Player,151,146,271
ch.unibas.dmi.dbis.cs108.shared.entities.PlayerRound,1,0,37
ch.unibas.dmi.dbis.cs108.shared.game.Shop,2,0,62
ch.unibas.dmi.dbis.cs108.shared.game.Shop.StatueData,0,0,8
ch.unibas.dmi.dbis.cs108.shared.game.Shop.StructureData,0,0,7
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue,4,0,55
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Structure,1,0,35
ch.unibas.dmi.dbis.cs108.shared.game.Tile,3,0,109
ch.unibas.dmi.dbis.cs108.shared.game.Tile.TileBuilder,0,0,75
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.Artefact,62,62,97
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactData,28,28,54
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactRepository,37,36,114
behaviors.artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactBehaviorProvider,38,37,59
behaviors.artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.DefaultArtefactBehavior,11,10,16
behaviors.artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.FreyjasNecklaceBehavior,9,8,14
behaviors.artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.FreyrsGoldenApple,8,8,15
behaviors.artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.OdinsEyeBehavior,1,0,6
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Dwarf,10,10,15
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Freyja,9,9,14
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Freyr,9,9,14
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Hel,0,0,5
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Joermungandr,0,0,5
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Loki,0,0,5
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Nidhoeggr,0,0,5
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue,0,0,44
statue.ch.unibas.dmi.dbis.cs108.shared.entities.StatueData,1,0,35
statue.ch.unibas.dmi.dbis.cs108.shared.entities.StatueFactory,0,0,15
statue.ch.unibas.dmi.dbis.cs108.shared.entities.StatueRepository,0,0,23
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Surtr,0,0,5
structures.ch.unibas.dmi.dbis.cs108.shared.entities.Helgrindr,0,0,5
structures.ch.unibas.dmi.dbis.cs108.shared.entities.HuginnAndMuninn,0,0,5
structures.ch.unibas.dmi.dbis.cs108.shared.entities.Mimisbrunnr,0,0,5
structures.ch.unibas.dmi.dbis.cs108.shared.entities.RansHall,0,0,5
structures.ch.unibas.dmi.dbis.cs108.shared.entities.RuneTable,0,0,5
structures.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Structure,0,0,34
structures.ch.unibas.dmi.dbis.cs108.shared.entities.StructureData,0,0,26
structures.ch.unibas.dmi.dbis.cs108.shared.entities.StructureFactory,0,0,14
structures.ch.unibas.dmi.dbis.cs108.shared.entities.StructureRepository,0,0,23
structures.ch.unibas.dmi.dbis.cs108.shared.entities.SurtursSmeltery,0,0,5
structures.ch.unibas.dmi.dbis.cs108.shared.entities.Tree,0,0,5
ch.unibas.dmi.dbis.cs108.shared.protocol.CommunicationAPI.NetworkProtocol,6,6,8
ch.unibas.dmi.dbis.cs108.shared.protocol.CommunicationAPI.NetworkProtocol.Commands,119,112,167
ch.unibas.dmi.dbis.cs108.shared.protocol.CommunicationAPI.PingFilter,3,3,9
ch.unibas.dmi.dbis.cs108.shared.protocol.ErrorsAPI,3,3,5
ch.unibas.dmi.dbis.cs108.shared.protocol.ErrorsAPI.Errors,43,43,68

Interface,CLOC,JLOC,LOC,NCLOC
ch.unibas.dmi.dbis.cs108.client.core.commands.Command,10,10,13,3
ch.unibas.dmi.dbis.cs108.client.core.events.GameEvent,4,4,5,1
ch.unibas.dmi.dbis.cs108.client.core.observer.GameEventListener,9,9,12,3
ch.unibas.dmi.dbis.cs108.client.core.rules.Rule,0,0,4,4
ch.unibas.dmi.dbis.cs108.client.networking.core.NetworkClient,26,29,33,7
ch.unibas.dmi.dbis.cs108.client.networking.core.NetworkClient.MessageHandler,3,3,7,4
ch.unibas.dmi.dbis.cs108.client.networking.events.Event,8,8,11,3
ch.unibas.dmi.dbis.cs108.client.networking.events.EventDispatcher.EventListener,15,15,19,5
ch.unibas.dmi.dbis.cs108.client.ui.events.UIEventBus.EventListener,0,0,3,4
ch.unibas.dmi.dbis.cs108.server.core.logic.GameLogic.PlayerActionHandler,4,4,8,4
ch.unibas.dmi.dbis.cs108.server.core.logic.GameLogicInterface,93,93,108,15
ch.unibas.dmi.dbis.cs108.server.core.events.GameEvent,4,4,5,1
behaviors.artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactBehavior,9,9,12,3
ch.unibas.dmi.dbis.cs108.shared.protocol.CommunicationAPI,14,135,18,4

Package,CLOC,CLOC(rec),JLOC,JLOC(rec),LOC,LOC(rec),LOCp,LOCp(rec),LOCt,LOCt(rec),NCLOC,NCLOCp,NCLOCp(rec),NCLOCt
,n/a,801,n/a,3.070,n/a,12.294,n/a,12.294,n/a,0,n/a,n/a,11.268,n/a
ch,n/a,771,n/a,3.070,n/a,11.179,n/a,11.179,n/a,0,n/a,n/a,10.465,n/a
ch.unibas,n/a,771,n/a,3.070,n/a,11.179,n/a,11.179,n/a,0,n/a,n/a,10.465,n/a
ch.unibas.dmi,n/a,771,n/a,3.070,n/a,11.179,n/a,11.179,n/a,0,n/a,n/a,10.465,n/a
ch.unibas.dmi.dbis,n/a,771,n/a,3.070,n/a,11.179,n/a,11.179,n/a,0,n/a,n/a,10.465,n/a
ch.unibas.dmi.dbis.cs108,0,771,26,3.070,151,11.179,151,11.179,0,0,141,141,10.465,0
ch.unibas.dmi.dbis.cs108.client,n/a,548,n/a,1.277,n/a,5.468,n/a,5.468,n/a,0,n/a,n/a,4.934,n/a
ch.unibas.dmi.dbis.cs108.client.app,0,25,171,171,375,375,375,375,0,0,352,352,352,0
ch.unibas.dmi.dbis.cs108.client.communication,0,16,41,41,344,344,344,344,0,0,329,329,329,0
ch.unibas.dmi.dbis.cs108.client.core,0,412,93,622,161,2.493,161,2.493,0,0,146,146,2.089,0
ch.unibas.dmi.dbis.cs108.client.core.commands,0,352,28,34,111,414,111,414,0,0,56,56,62,0
ch.unibas.dmi.dbis.cs108.client.core.commands.chat,0,297,6,6,303,303,303,303,0,0,6,6,6,0
ch.unibas.dmi.dbis.cs108.client.core.entities,0,28,209,373,770,1.379,770,1.379,0,0,752,752,1.359,0
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts,0,0,138,138,292,292,292,292,0,0,292,292,292,0
ch.unibas.dmi.dbis.cs108.client.core.entities.statue,0,1,26,26,182,182,182,182,0,0,181,181,181,0
ch.unibas.dmi.dbis.cs108.client.core.entities.structures,0,1,0,0,135,135,135,135,0,0,134,134,134,0
ch.unibas.dmi.dbis.cs108.client.core.events,0,10,77,77,306,306,306,306,0,0,296,296,296,0
ch.unibas.dmi.dbis.cs108.client.core.game,0,3,36,36,79,79,79,79,0,0,76,76,76,0
ch.unibas.dmi.dbis.cs108.client.core.observer,0,0,9,9,17,17,17,17,0,0,17,17,17,0
ch.unibas.dmi.dbis.cs108.client.core.rules,0,2,0,0,46,46,46,46,0,0,44,44,44,0
ch.unibas.dmi.dbis.cs108.client.core.state,0,2,0,0,91,91,91,91,0,0,89,89,89,0
ch.unibas.dmi.dbis.cs108.client.networking,0,13,0,236,234,1.093,234,1.093,0,0,232,232,1.080,0
ch.unibas.dmi.dbis.cs108.client.networking.core,0,1,29,29,165,165,165,165,0,0,164,164,164,0
ch.unibas.dmi.dbis.cs108.client.networking.events,0,2,207,207,466,466,466,466,0,0,464,464,464,0
ch.unibas.dmi.dbis.cs108.client.networking.protocol,0,8,0,0,228,228,228,228,0,0,220,220,220,0
ch.unibas.dmi.dbis.cs108.client.ui,0,82,0,199,98,1.149,98,1.149,0,0,96,96,1.070,0
ch.unibas.dmi.dbis.cs108.client.ui.components,0,0,5,5,28,28,28,28,0,0,28,28,28,0
ch.unibas.dmi.dbis.cs108.client.ui.controllers,0,67,122,122,615,615,615,615,0,0,550,550,550,0
ch.unibas.dmi.dbis.cs108.client.ui.events,0,3,72,72,299,299,299,299,0,0,297,297,297,0
ch.unibas.dmi.dbis.cs108.client.ui.utils,0,10,0,0,109,109,109,109,0,0,99,99,99,0
ch.unibas.dmi.dbis.cs108.client.utils,0,0,8,8,14,14,14,14,0,0,14,14,14,0
ch.unibas.dmi.dbis.cs108.example,0,7,63,80,105,169,105,169,0,0,103,103,163,0
ch.unibas.dmi.dbis.cs108.example.gui,n/a,5,n/a,17,n/a,64,n/a,64,n/a,0,n/a,n/a,60,n/a
ch.unibas.dmi.dbis.cs108.example.gui.javafx,0,0,14,14,41,41,41,41,0,0,41,41,41,0
ch.unibas.dmi.dbis.cs108.example.gui.swing,0,5,3,3,23,23,23,23,0,0,19,19,19,0
ch.unibas.dmi.dbis.cs108.server,n/a,86,n/a,967,n/a,3.248,n/a,3.248,n/a,0,n/a,n/a,3.187,n/a
ch.unibas.dmi.dbis.cs108.server.app,0,0,9,9,29,29,29,29,0,0,29,29,29,0
ch.unibas.dmi.dbis.cs108.server.core,n/a,68,n/a,741,n/a,2.422,n/a,2.422,n/a,0,n/a,n/a,2.366,n/a
ch.unibas.dmi.dbis.cs108.server.core.logic,0,26,273,273,681,681,681,681,0,0,656,656,656,0
ch.unibas.dmi.dbis.cs108.server.core.State,0,7,148,148,467,467,467,467,0,0,463,463,463,0
ch.unibas.dmi.dbis.cs108.server.core.events,0,10,61,61,244,244,244,244,0,0,234,234,234,0
ch.unibas.dmi.dbis.cs108.server.core.structures,0,25,56,259,310,1.030,310,1.030,0,0,298,298,1.013,0
ch.unibas.dmi.dbis.cs108.server.core.structures.protocol,0,8,203,203,720,720,720,720,0,0,715,715,715,0
ch.unibas.dmi.dbis.cs108.server.networking,0,13,172,172,625,625,625,625,0,0,622,622,622,0
ch.unibas.dmi.dbis.cs108.server.old,0,5,45,45,172,172,172,172,0,0,170,170,170,0
ch.unibas.dmi.dbis.cs108.shared,n/a,117,n/a,720,n/a,2.143,n/a,2.143,n/a,0,n/a,n/a,2.040,n/a
ch.unibas.dmi.dbis.cs108.shared.entities,n/a,110,n/a,539,n/a,1.864,n/a,1.864,n/a,0,n/a,n/a,1.768,n/a
ch.unibas.dmi.dbis.cs108.shared.entities.entities,0,110,313,539,1.088,1.864,1.088,1.864,0,0,999,999,1.768,0
ch.unibas.dmi.dbis.cs108.shared.entities.entities.artefacts,0,5,126,198,278,414,278,414,0,0,277,277,409,0
ch.unibas.dmi.dbis.cs108.shared.entities.entities.artefacts.behaviors,0,4,72,72,136,136,136,136,0,0,132,132,132,0
ch.unibas.dmi.dbis.cs108.shared.entities.entities.statue,0,1,28,28,209,209,209,209,0,0,208,208,208,0
ch.unibas.dmi.dbis.cs108.shared.entities.entities.structures,0,1,0,0,153,153,153,153,0,0,152,152,152,0
ch.unibas.dmi.dbis.cs108.shared.protocol,0,7,181,181,279,279,279,279,0,0,272,272,272,0
css,0,16,n/a,n/a,239,239,239,239,0,0,223,223,223,0
fonts,n/a,n/a,n/a,n/a,n/a,296,n/a,296,n/a,0,n/a,n/a,n/a,n/a
fonts.Cinzel,0,0,n/a,n/a,123,123,123,123,0,0,n/a,n/a,n/a,n/a
fonts.Roboto,0,0,n/a,n/a,173,173,173,173,0,0,n/a,n/a,n/a,n/a
fxml,0,14,n/a,n/a,313,313,313,313,0,0,313,313,313,0
json,0,0,n/a,n/a,267,267,267,267,0,0,267,267,267,0
sounds,0,0,n/a,n/a,0,0,0,0,0,0,n/a,n/a,n/a,n/a

Module,JLOC,L(CSS),L(Groovy),L(HTML),L(J),L(JS),L(JSP),L(KT),L(XML),LOC,LOCp,LOCt,NCLOC,NCLOCp,NCLOCt
SettlersOfAsgard.main,3.070,239,0,0,11.179,0,0,0,313,12.294,12.294,0,8.198,8.198,0

FileType,LOC,NCLOC
Cascading style sheet,239,223
JSON,267,267
Java,11.179,7.395
Text,296,n/a
XML,313,313

Project,CLOC,JLOC,L(CSS),L(Groovy),L(HTML),L(J),L(JS),L(JSP),L(KT),L(XML),LOC,LOCp,LOCt,NCLOC,NCLOCp,NCLOCt
project,3.871,3.070,239,0,0,11.179,0,0,0,313,12.294,12.294,0,8.198,8.198,0

